rmax,stable_dmu
0.25,0.003399877899169922
0.35,0.004415452117919922
0.45,0.004806057586669922
0.55,0.004942769500732422
0.65,0.004980609405517578
0.75,0.004986712615966796
0.85,0.004961079132080078
0.95,0.0049207979431152345
1.05,0.004864648406982421
0.16304347826086957,0.0007388781433105469
0.17608695652173914,0.001349199188232422
0.1891304347826087,0.0018606482238769533
0.20217391304347826,0.002309844512939453
0.21521739130434783,0.002668713287353516
0.22826086956521738,0.0029799770202636722
0.24130434782608695,0.0032277673645019532
0.2543478260869565,0.003462130645751953
0.2673913043478261,0.003652550811767578
0.28043478260869564,0.0038209994201660155
0.29347826086956524,0.003960152618408205
0.3065217391304348,0.004087099395751954
0.31956521739130433,0.004215266815185546
0.33260869565217394,0.0043007117614746095
0.3456521739130435,0.004395921844482422
0.358695652173913,0.004464277801513672
0.3717391304347826,0.004525309906005859
0.3847826086956522,0.004580238800048828
0.3978260869565217,0.0046290644836425796
0.4108695652173913,0.0046888759460449216
0.42391304347826086,0.004727936492919922
0.4369565217391304,0.0047621144714355464
0.46304347826086956,0.004825587860107422
0.47608695652173916,0.004843897491455078
0.4891304347826087,0.004868310333251953
0.5021739130434782,0.0048866199645996086
0.5152173913043478,0.004908591522216796
0.5282608695652173,0.004923239227294922
0.5413043478260869,0.004931783721923828
0.5543478260869565,0.004947652069091797
0.5673913043478261,0.0049622997741699225
0.5804347826086956,0.004965961700439454
0.5934782608695652,0.0049696236267089845
0.6065217391304348,0.004979388763427734
0.6195652173913043,0.004983050689697266
0.6326086956521739,0.005001360321044921
0.6456521739130435,0.004984271331787108
0.658695652173913,0.004996477752685547
0.6717391304347826,0.004992815826416016
0.6847826086956522,0.005006242889404296
0.6978260869565217,0.004980609405517578
0.7108695652173913,0.004985491973876953
0.7239130434782609,0.004985491973876953
0.7369565217391304,0.004985491973876953
0.7630434782608696,0.004989153900146484
0.7760869565217391,0.004981830047607421
0.7891304347826087,0.004970844268798829
0.8021739130434783,0.004979388763427734
0.8152173913043478,0.004970844268798829
0.8282608695652174,0.004974506195068359
0.841304347826087,0.004959858489990234
0.8543478260869565,0.004958637847900391
0.8673913043478261,0.004951313995361329
0.8804347826086957,0.004957417205810546
0.8934782608695652,0.004941548858642579
0.9065217391304348,0.004940328216552735
0.9195652173913044,0.0049281217956542965
0.9326086956521739,0.004925680511474609
0.9456521739130435,0.004912253448486328
0.9586956521739131,0.00491591537475586
0.9717391304347827,0.004892723175048828
0.9847826086956522,0.0048829580383300784
0.9978260869565218,0.004880516754150391
1.0108695652173914,0.00487075161743164
1.0239130434782608,0.004875634185791016
1.0369565217391303,0.0048658690490722654
